name,address,rating,types,review_count,reviews,location_searched,place_type_searched
Key Food Supermarkets,"1769 2nd Ave, New York, NY 10029, USA",4.0,"supermarket, grocery_store, food_store, store, food, point_of_interest, establishment",5,"[{'text': 'Store has gone downhill. Stopped by to buy a single item (block of cheese,) waited on the express line for 10 minutes, checked out and left, only to be chased for two blocks and accused of shoplifting. Showed the accuser my credit card charge (cause who takes a receipt for cheese?) I went back to the store and explained the situation to the manager only to hear that the accuser doesn’t even work for Key Food, but was a contracted delivery person and loss prevention isn’t even part of their job!', 'languageCode': 'en'}, {'text': 'Good grocery store, convenient location, not much wait on the cashier line. I only have a couple issues\n\n1. The berries (strawberries, blackberries, raspberries, blueberries) near the front are usually spoiled and the prices are typically marked down when it’s obvious they’re spoiled. Tough to justify when there’s a fruit cart right outside offering better prices\n\n2. A lot of times they run out of chicken breasts or the ones left are way too expensive (6 bucks a pound)', 'languageCode': 'en'}, {'text': 'It’s a good shop with nice variety of products. The staff immediately knew where the product I was looking for located. However, things seemed to be slightly more expensive than the other grocery stores in the neighborhood.', 'languageCode': 'en'}, {'text': 'This place frequently sells items with mold so you have to check everything. They must not quality check their stock. Just a few days ago I bought a bottle of orange juice and it had mold around the opening. I was pretty disgusted about the staff’s reaction when I brought it back. They couldn’t care less and were rude to me. I won’t be shopping here again.', 'languageCode': 'en'}, {'text': 'Eggs are so expensive nowadays and we’re paying premium prices for a carton of eggs that come cracked before you’ve been using it. Why are four whole eggs cracked in this carton that I just bought and just paid for your eggs are 6 dollars do better\n\nI went back to the market to replace these damaged eggs and the manager blamed my refrigerator for being too cold and accused me of buying these eggs from another market.\n\nI’ve been shopping here for over two years, but after this treatment? I’m never spending another dollar here again. Absolutely unacceptable service.', 'languageCode': 'en'}]",Upper East Side,supermarket
Key Food Supermarkets,"530 Amsterdam Ave, New York, NY 10024, USA",3.8,"supermarket, butcher_shop, deli, grocery_store, food_store, store, food, point_of_interest, establishment",5,"[{'text': 'Still has a butcher counter that wraps meat in paper. Local milk in glass bottles with $2 returns. The Polish grandma at register 3 knows I want my rye bread sliced thin. Smells like fresh dill and baking bread, nothing like fluorescent-lit supermarkets.', 'languageCode': 'en'}, {'text': 'So, I. always looked away from the narrow aisles, and generally unpleasant store environment because they are often price leaders. I was a loyal customer, AT LEAST once to twice a week.   Recently, Keyfood has introduced this idiotic ""digital coupon"" process by which you can get additional discounts by ""clipping"" coupons on the internet.  Well, the system confuses people, is clearly prone to glitching, and there is NO IN STORE TERMINAL for patrons to use, if needed, to ""clip"" coupons.  Also, instead of only listing the electronic coupons that are relevant  for your chosen store, you have to sift through about 300 coupons, that represent EVERY STORE in the Keyfood system. This makes it very easy to miss a coupon.  The other day the system glitched, and the coupon that I electronically clipped was not clipped.  Manager had NO INTEREST in making it right.  I loath these multilayered discounts. IF YOU WANT TO HAVE A SALE, THEN HAVE IT, BUT DO NOT MAKE IT A CONFUSING MULTILAYERED SYSTEM. They admitted that MANY patrons were having issues with the electronic coupons.  I am so disgusted at the store\'s lack of an in-store customer use terminal and the utter incompetence of the manager at night. Keep. your store. You have lost a lifetime of patronage..', 'languageCode': 'en'}, {'text': 'This was hands down my worst grocery shopping experience in the city. The aisles are hardly wide enough to fit the grocery carts they provide. And at 6pm on a Friday, the store was cluttered with crates of supplies to restock the shelves... Most stores decide to do this late at night, but I guess rush hour works just as well?', 'languageCode': 'en'}, {'text': 'It is convenient to have Key Food in our neighborhood. I was able to find some vegetables that the kids like in this store. I plan to shop more often there to discover what more they are offering.\n\nI gave this five stars based on how convenient it is to me. I don’t mind crowned store or certain selections as long as I can have fresh produces and milk within minutes from my home door to door. I know how to pick fresh meat, so I will buy or not buy based on my judgement of the meat. However, I usually shop for fresh vegetables because we prefer a plant-based diet (and I don’t want to drag sweet potatoes for blocks away from home, nor do I like to send my sweet athlete husband to drag those potatoes).\n\nI found the staff very friendly, which is always nice.', 'languageCode': 'en'}, {'text': 'Frankie is the best butcher — the weekly specials are well priced and he will cut exactly what you want if it’s not on the shelf. Reason enough to go to this store, even if the aisles are crowded and the manager is rude.', 'languageCode': 'en'}]",Upper East Side,supermarket
The Kosher Marketplace,"2442 Broadway, New York, NY 10024, USA",4.3,"catering_service, butcher_shop, deli, food_delivery, meal_takeaway, supermarket, grocery_store, food_store, store, restaurant, food, point_of_interest, establishment",5,"[{'text': 'This review is for KOSHER travelers only.\n\nVery good variety of groceries in general. Hope the store can be prepared For Shabbat since Thursday. This is because i was in the store on Thursday and there wasn’t enough fresh bread and deli, not even mention salads because I couldn’t find any.\nThe Personal told us that bread for Shabbat was going to be delivered on Friday so as a traveler, in many occasions we are short of time and it’s difficult to prepare Shabbat on your vacation on Friday .\nThe Personal was very kind very good service in general .', 'languageCode': 'en'}, {'text': 'got food for shabbat in the hotel.  Shnizels nice, chicken salad good, egg challah in the plastic bag tastes a bit artificial', 'languageCode': 'en'}, {'text': 'The staff has a Trader Joe’s vibe: ready to drop everything to make your day better. The new sushi chef is a real find—the sushi is fresh, delicious and cheaper than you’d expect. And I’m a big fan of the generous free tastes at the counter. Just a big fan of KMP, period.', 'languageCode': 'en'}, {'text': 'Very gracious and kind. It is a joy to shop and cashed out. Have lovely small corned beef and also pastrami sandwiches ready to go. Perfect indulgence for a long stroll.', 'languageCode': 'en'}, {'text': 'Verity of kosher food also ready food for the shabath', 'languageCode': 'en'}]",Upper East Side,supermarket
Morton Williams Supermarkets,"1211 Madison Ave, New York, NY 10128, USA",4.2,"supermarket, grocery_store, food_store, store, food, point_of_interest, establishment",5,"[{'text': 'amazing selection and super clean and organized.', 'languageCode': 'en'}, {'text': 'Customer service is non-existent with these cashiers! After having the same experience a few times, I can no longer give them the benefit of the doubt and must review.\n\nThe cashiers don’t acknowledge their customers, at all, it’s extremely rude. Basic manners are not offered: no hello, no goodbye, no requesting the amount due, no here’s your change, no thank you. They don’t even look at you. What they do offer is an earful of loud Spanish as they yell across the store to their co-workers and continue to have full conversations regardless of if they are serving a customer or not. I might expect this from a crappy deli, but not a high end grocers. I cannot believe this behavior is tolerated by management and other customers. I will not return. As a business owner, I understand the value of those who choose to spend their money at your establishment. Clearly this business does not value their customers.', 'languageCode': 'en'}, {'text': 'Be careful with the prices the store has prices that do not correspond at the cashier. Got oranges with a clear price 3 for 2$ came to cashier and it became almost 9$. The manager absolutely stupid couldn’t resolve the issue. He was eating his food at the check out desk having no clue how to resolve the issue. No idea where were the oranges 3 for 2 or why the pile of oranges had that price tag. The same issue happened in the past with eggs and milk much higher price at the check out.', 'languageCode': 'en'}, {'text': 'just bought a bunch of frozen items and came home to find that they had previously melted and been refrozen :( also have seen expired items on shelves here many times. buyers beware!', 'languageCode': 'en'}, {'text': 'I’ve been here many times. The merchandise is orderly and easily searched. The fruit and vegetables are carefully prepared and freshened. I returned some Boars Head deli meat in the recall effortlessly. Their prices are not the lowest but they have sale items that compensate.', 'languageCode': 'en'}]",Upper East Side,supermarket
Brooklyn Fare,"75 W End Ave, New York, NY 10023, USA",4.4,"grocery_store, food_delivery, supermarket, food_store, store, food, point_of_interest, establishment",5,"[{'text': 'Nice supermarket however they’re not very friendly. You have the big buff security guards standing by the camera guarding the building. They think everybody is stealing and they got the young girls with the long lashes who are rude. These people should probably take a customer service class.', 'languageCode': 'en'}, {'text': ""One of my favorite grocery stores in the area - clean, well stocked and very reasonable prices given the location. Also, in the rare event I arrive shortly before closing hours (sorry, sometimes it happens), nobody ever gives me wry faces or chases me out. Quite the opposite, I've only dealt with polite and patient, laid back staff. Thank you."", 'languageCode': 'en'}, {'text': ""Brooklyn Fare is not your average grocery store; it transcends the mundane experience of shopping for daily necessities and transforms it into an awe-inspiring adventure. I recently had the pleasure of visiting this remarkable establishment, and I must admit that it left an indelible impression on me. From the moment I stepped inside, I was immersed in a world of culinary delights, surrounded by an unimaginable array of products that would make any food lover's heart skip a beat.\n\nUpon entering Brooklyn Fare, one cannot help but be captivated by the sheer magnitude of its offerings. The store's shelves are thoughtfully stocked with an astounding variety of goods, ranging from pantry staples to exotic delicacies. The aisles are meticulously organized, ensuring that every product is easily accessible. It's like stepping into a cornucopia of flavors, where the possibilities seem endless.\n\nWhat sets Brooklyn Fare apart from other grocery stores in the neighborhood is the staggering selection it boasts. While nearby bodegas and gourmet grocery stores may have limited offerings, Brooklyn Fare takes it to a whole new level. It feels almost surreal to wander through the aisles, gazing at walls filled with pint-sized ice cream, tuna, and countless other items. It evokes a sense of childlike wonder, akin to experiencing a supermarket for the first time.\n\nOne of the highlights of my visit was discovering the vast selection of gourmet and specialty products. Brooklyn Fare caters to the most discerning palates, providing an extensive assortment of high-quality items that are often challenging to find elsewhere. Whether you're searching for rare spices, artisanal cheeses, or imported delicacies, this store has it all. It's a treasure trove for food enthusiasts, inspiring culinary experimentation and expanding horizons.\n\nApart from its incredible variety, Brooklyn Fare excels in providing an immersive and welcoming atmosphere. The staff members are knowledgeable, friendly, and always ready to offer assistance. They exude a genuine passion for food, eager to share their expertise and make recommendations. This creates a pleasant shopping experience, where customers can engage with the staff and discover new culinary delights.\n\nFurthermore, the store's commitment to quality is evident in every aspect. The fresh produce section showcases an impressive selection of vibrant fruits and vegetables, meticulously arranged to ensure optimal freshness. The butcher counter presents an assortment of premium cuts, appealing to even the most discerning carnivores. It's a testament to Brooklyn Fare's dedication to sourcing the finest ingredients for its customers.\n\nIn conclusion, Brooklyn Fare is a grocery store unlike any other. It transcends the boundaries of a traditional supermarket and transforms shopping into an extraordinary experience. Its unparalleled selection, encompassing everything from everyday essentials to gourmet treasures, is a testament to the store's commitment to culinary excellence. Whether you're a food aficionado or simply seeking to explore the world of flavors, Brooklyn Fare is a must-visit destination that will leave you in awe and redefine your perception of what a grocery store can be."", 'languageCode': 'en'}, {'text': ""I noticed pretty much the same problem as this comment from: Jacqueline Cadwelle (This supermarket is very prejudiced, they don't like to help us black people, they will just watch you and look you up and down as if you are stealing. They don't greet you, they just tell you the price and ask if you want a bag,\nI will not shop here again.\nThe power is always off, they are constantly having their own conversations at the checkouts and the security guards will make you feel uncomfortable by watching you the whole time you are shopping and looking at you. They have a whole new staff which is all they need to work on their personality and work environment.) the customer service is not at all operational really not at all I asked for help with an item they were not even able to help me anymore they prefer to talk among colleagues they clearly told me no to manage on your own frankly it is really unpleasant disastrous after I don't mention the whole team, but a very large part. In short, I'm disappointed."", 'languageCode': 'en'}, {'text': 'Amazing shopping experience, clean space, fresh produce, huge selection of groceries, knowledgeable and friendly staff and very professional. Plus, Takis intensity delivered here every week!', 'languageCode': 'en'}]",Upper East Side,supermarket
Trader Joe's,"2073 Broadway, New York, NY 10023, USA",4.5,"grocery_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'The lines can get really long at some times, but it goes by pretty quickly. Last time I went, they had a rule where each customer could only get one carton of eggs, but I’m not sure if that’s still a thing or not. They have great variety of flowers for valentine’s day too.', 'languageCode': 'en'}, {'text': 'Store is underground over two floors.\nThe queue can be quite long. Sometimes one line goes way faster than the other which can be annoying.\nSome really friendly staff.\nGood selection of products!', 'languageCode': 'en'}, {'text': 'Always friendly service! The cashier named Alexa was especially lovely and kind and deserve a special shout out.', 'languageCode': 'en'}, {'text': 'Cashiers routinely somehow decide that the items in my cart are no good - apparently my chicken looked unsafe for consumption, then another day, it was raspberries. By doing so, all they\'re accomplishing is throwing out perfectly good food (none of the items that they pointed out as looking bad were actually ""bad""). Please just focus on scanning my items. No small talk or unsolicited safety concerns are needed.', 'languageCode': 'en'}, {'text': 'I enjoyed shopping at the Trader Joe’s on 72nd.  It was my first time shopping at this location.  The employees and managers were very nice.   I met a pleasant employee name Shaun.  He was very helpful and polite.  He was very informative.  I will return and shop again.  Thank you.', 'languageCode': 'en'}]",Upper East Side,grocery_store
Trader Joe's,"670 Columbus Ave, New York, NY 10025, USA",4.6,"grocery_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'Love this Trader Joe store. Convenient to cross the Park via 96St. Everyone so nice. 1st time trying the frozen breaded Cod, very delicious, nice hearty all fish, light breading. Add in some grilled seasoned ""Ready Veggies"", spinach, tomato. Thank you TJ. Please open a store in the East 90\'s. ❤️', 'languageCode': 'en'}, {'text': ""I've been to this location before over a year ago because I live on the other side of the park and I decided to go to get a vegan frozen dish and I wind up buying a whole lot more. I forgot how good Trader Joe's really is I highly recommended for great and good eats! The staff is great as well and very helpful."", 'languageCode': 'en'}, {'text': 'Clearly, I love this place. I rely on them for some of my staples: Tofu, gazpacho ingredients, whole grain flour tortillas, giant bars of well-priced 72% Belgian chocolate. I have found some great plants here. I feel fortunate to have this store within walking distance of my apartment. They have a public restroom (as does 72/Bdwy); let’s face it, sometimes that’s super helpful. Thank you for existing🙂', 'languageCode': 'en'}, {'text': 'Produce is not that great but prices are good. Staff are always nice. If you like DOGS they are plenty of them here. Not joking\n\nDecember 2024 update close to the staff. They do an excellent job on a Sunday night when\nthe line is super long.', 'languageCode': 'en'}, {'text': ""Great, well stocked location, not as busy as some other New York Trader Joe's , very reasonable prices and friendly staff members"", 'languageCode': 'en'}]",Upper East Side,grocery_store
Whole Foods Market,"10 Columbus Cir Ste Sc101, New York, NY 10019, USA",4.3,"grocery_store, liquor_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'I rarely writw reviews on google map but this time I have said they really deserve it. This is the best whole foods in Manhattan. Peter (I think that was his name) helped me carrying my bags upstairs, he was so kind and joyfull! He teamed with Mirlene (I made sure I had their name because thwy were so nice really) I spent every week $$$ because variety of options, quality of products and so many hard workers keeping everything nice and organize for customers.\nTop notch', 'languageCode': 'en'}, {'text': 'This Whole Foods Market is always one of the busiest spots—especially the elevator, which is constantly packed with people coming and going. The in-store restaurant is equipped with restrooms, and the entire market is always buzzing with activity, so expect to wait in line no matter when you go. That said, one of the best things to do in the summer is grab some fresh sushi and a cold soda here, then head to Central Park for the perfect picnic.', 'languageCode': 'en'}, {'text': 'I recently visited this Whole Foods and had an excellent experience. I picked up some Whole Grain Checkers cereal and a vegan chocolate bar, both of which were exactly what I was looking for. The store was well-stocked and organized, which made shopping a breeze.\n\nA special shout-out to John, the cashier, who was wearing a ""Cashier of 2019"" badge—he’s still doing an amazing job! His friendly demeanor and efficient service made the checkout process smooth and quick. It\'s rare to see such consistent quality in service, and John’s professionalism is definitely appreciated.\n\nOverall, this store always provides a great shopping experience, and I’ll certainly be back. Highly recommend!', 'languageCode': 'en'}, {'text': ""If you read past Google reviews, you'll see customers reporting RACISM, RACIAL PROFILING, AND DISCRIMINATION at this store. The pattern is clear, and the manager’s dismissive attitude is part of the problem. That’s why these experiences continue.\n\nI reported a serious incident involving mistreatment that strongly appeared to be racist and discriminatory by an employee in the seafood department. What shocked me most was not only the behavior of the employee, but also the store’s refusal to take any meaningful action or even acknowledge wrongdoing. According to the manager, KUNHO, I will receive neither an apology from the employee nor any follow-up from the store. He questioned whether my experience was real but wouldn’t even attempt to verify what happened while I was still physically present in the store. When I offered to wait so he could check the camera, he told me I could wait as many hours as I liked, and he still wouldn’t check it because he was “very busy.” What kind of manager responds like that? Shame on you, KUNHO.\n\nTo the employee: If you do not want to interact with customers respectfully, why not work at a place where you do not need to deal with customers? That way, you will have no opportunity to mistreat customers, and more people will be happy.\n\nTo the store manager KUNHO: I hope you and your family will never be mistreated like that in any place by any employee like yours, and if that unfortunately happens, the issue will be resolved effectively by a good store manager—not someone like you."", 'languageCode': 'en'}, {'text': 'I personally feel like this location is the easiest to find items that are well priced. Compared to the SoHo location for example, there are less rows of empty shelves.\nThe line moves quickly here as well. The major downside is the seating area.\nA few years back this seating area had a coffee shop and juice bar but that’s been replaced by an Amazon pick up center. The seating is minimal in my opinion, but that could be because so many other locations have more space.', 'languageCode': 'en'}]",Upper East Side,grocery_store
Zabar's,"2245 Broadway, New York, NY 10024, USA",4.5,"tourist_attraction, coffee_shop, cafe, grocery_store, food_store, food, point_of_interest, store, establishment",5,"[{'text': 'This is a great neighborhood store. Usually very busy in the morning. They have all the Jewish food and breakfast options that you can think of and the service is usually good. This is a staple on the upper west side and has been around for years.', 'languageCode': 'en'}, {'text': 'A delightful delicatessen wonderland—Zabar’s is packed with gourmet treasures. The cheese selection is incredible, and there’s no shortage of tempting sweets, specialty ingredients, and quality cooking supplies. Always a joy to explore, whether you’re shopping for something specific or just soaking in the classic New York atmosphere.', 'languageCode': 'en'}, {'text': 'Lot\'s of good treats to enjoy and explore in this bakery. This place was the inspiration for Seinfeld\'s ""Schnitzer\'s""  from where the infamous Marble Rye came from.   They have Babka too!  Chocolate, cinnamon and Apple!  I didn\'t know about the apple flavor', 'languageCode': 'en'}, {'text': ""Zabar's was a perfect experience. The menu, the employee service, the option to eat inside or outside while people watching,\n-all of it was great. Definitely worth a stop on a weekend or if you're visiting from out of town. Pictured here: the Classic Nova Bagel"", 'languageCode': 'en'}, {'text': ""Home away from home. A place for breakfast,lunch or anytime you want something nice and good to eat and drink.\nI loved their bagels.  Had an everything bagel toasted with plain  cream cheese everyday.  But there's much more. You can sandwiches, soups,  muffins and all sort of yummy pastries, not to mention hot and cold beverages.\nThe staff is nice.\nDefinitely would recommend it."", 'languageCode': 'en'}]",Upper East Side,grocery_store
Whole Foods Market,"1551 3rd Ave, New York, NY 10128, USA",4.0,"grocery_store, liquor_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'I want to give a huge shout-out to Sarjo in the bakery department! Her customer service was absolutely incredible. She was so sweet, patient, and genuinely went above and beyond to help me pick out the perfect cake for my brother’s birthday. You can tell she’s a hard worker who truly cares about her customers.\n\nThank you, Sarjo, for making the experience so easy and enjoyable. Whole Foods is lucky to have someone like you on their team!', 'languageCode': 'en'}, {'text': 'Time 9.49pm 10/10/2025\nThe worst ever experience not in Whole Food but ii our life. As we were checking out almost at last item the costumer next to us broke down in floor with loud noice a glass bottle . We were scary first because the glasses spread all over. Just as we were making sure to pay the next cashier , her name on tag was Monica ,without excusing or asking if we can move over , with the worst attitude and a rudeness ,with a manner of insulting said:\nMove over don’t block my space !\nAs we told her we can’t because is plenty with glasses and slippery and we ready to leave she continue;\nI don’t care just move move … And continue to be more aggressive until we ask her for name and took the picture of the floor….\nEverything is on camera and we want to be open and check this case because we don’t feel comfortable to shop in our favorite place Whole Food..', 'languageCode': 'en'}, {'text': 'I’ve shopped here many times but on several occasions I’ve been overcharged at the counter. When I asked why the woman at the express checkout simply insisted that the price was correct.\n\nToday for example there was a clear offer: 4 avocados for $5 for Prime members. I scanned my Prime QR code at checkout yet she charged me $9.96. When I showed her a photo of the price tag she just shrugged and said she had no idea about it. Very disappointing experience being overcharged repeatedly and met with indifference.', 'languageCode': 'en'}, {'text': 'Consistently unhelpful staff and customer service. Once had 10 items in the check out then grabbed two little chocolates while waiting in the line.  After a 10 minute wait, they refused to take me and forced me to leave the items behind or get into another, even longer line.  Another time was carrying a handful of food and items fell out of my hands. I asked a stock person to help me find a basket.  They told me to go to another floor to get one myself.  Place is a maze and you can never find anything.', 'languageCode': 'en'}, {'text': ""Worst WF in NYC. I call it Hell Foods. Dirty, poorly stocked, impossible to get a cart around all of the boxes, people, etc., because of the awful design. Checkout is a special hell, with never enough cashiers and not enough room for shoppers to navigate this area. I noticed the bulk section is gone, most likely due to the disgusting state of that section. This location should be shut down and  the store should be moved to a better space with a better layout. It serves the entire UES and it's just too small, dirty, difficult to navigate, inefficient and always a depressing experience. I give it zero stars but I have to give it one to post this comment. Uesiders deserve better!"", 'languageCode': 'en'}]",Upper East Side,grocery_store
Whole Foods Market,"808 Columbus Ave, New York, NY 10025, USA",4.3,"grocery_store, liquor_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'I had a disturbing experience with a female security contractor at this Whole Foods. During a conversation, she mocked my accent verbatim, made a racist comment about my supposed ethnic origin, and told me to “go shop in Chinatown instead.” She then asserted that everything in the store “belongs to her,” using that as justification for rude and intimidating behavior.\n\nThis is unacceptable at any retailer, especially one that claims to value inclusion. I’m asking management to review the relevant camera footage, address the contractor’s behavior with her employer, and ensure all staff and third-party personnel receive training on anti-harassment and anti-discrimination. I’d also appreciate a follow-up from the store manager regarding what corrective actions will be taken.\n\nShe is unprofessional and unethical.', 'languageCode': 'en'}, {'text': 'Belinda was a great help at customer service she quickly identified the problem and provided outstanding service to get to a solution. Thank you so much Belinda and the Whole Foods team Will definitely continue shopping here thanks to the outstanding staff!', 'languageCode': 'en'}, {'text': 'I enjoy this grocery store as an option in our neighborhood. Their produce is excellent. Their variety in prepared foods, cheese and frozen foods is the best in this whole neighborhood I think. It beats Key Food and Trader Joe’s by miles. I enjoy the self serve food bars, these I do find pricey but sometimes I need the convenience. Their produce store also has a nice vibe to it and their self care section is quite good.', 'languageCode': 'en'}, {'text': 'A very large supermarket serving the Upper Westside, with very fully stocked shelves and slightly higher prices. They also had free shrimp samples', 'languageCode': 'en'}, {'text': 'As far as uptown WholePaychecks go, this spot is far superior to the Harlem spot. And by that I mean the service and layout.\n\nThe butcher and fish counter associates are both serviceable and much better than the zombies in deli/premade (consistently the most attitude). 80% will give you stank face, 18% indifferent and on rare occasions, a unicorn will be spotted, the one who’s actually care about good service. Still, it’s better than 125th branch’s 99% stank face average.\n\nThe product here is standard WF. On occasion, they’ll have a good selection of grass fed Venison and Bison and Pasteur raised meats. There’s a few local items in some departments.\n\nThe 12 for $12 oyster Friday is the move, get here before 2pm. The words out and there’s a few grandmas who literally come to buy the entire stock out. The early bird catches the worm.\n\nThey always run out of their branded coconut water (pink one) so when you see it out, grab some because it’ll be days until they put more out. You’re welcome.\n\nThe service overall and checkout associates are hit or miss. If you remember WF before Amazon and before they came to the city and expect that level of service & quality- then you must have just came out of a Time Machine. That ship sailed a decade + ago. The vibe here is mostly indifferent, with an occasional mid level of job efficiency.\n\nSundays are a mess. Tuesday’s looks like an apocalypse hit the store. It’s usually the last day of the sales, which means most items are gone. If ya didn’t get here on Monday, it’s a wrap. If pastrami is ever on sale at the deli counter, get there the first day- Wednesday because it’s gone by Friday and they never seem to restock.\n\nCheckout is 1000% faster than 59th street and Harlem. The self checkout is the hero but you knew that already, didn’t you Chad?', 'languageCode': 'en'}]",Upper East Side,grocery_store
Butterfield Market,"1150 Madison Ave, New York, NY 10028, USA",4.3,"butcher_shop, bagel_shop, florist, meal_takeaway, bakery, market, restaurant, grocery_store, food_store, food, point_of_interest, store, establishment",5,"[{'text': 'We stopped by the Butterfield Market and ended up getting coffee, chicken salad, and a baguette. The chicken salad was excellent and the coffee and baguette were also good. They have a very large selection of food and were efficient in moving people through. I enjoyed browsing here and would come back for more of their deli products. The coffee was good but there are other places I would pick first.', 'languageCode': 'en'}, {'text': 'Great food , fresh food, hot soup, lentil, leek soup, and a great matzoh ball all the time. Sourdough bread, gourmet, good service and if you get a seat in front of the building, it’s much like a promenade where people walk back-and-forth and some of the beautiful clothing they are wearing, and these lovely lovely Retail stores right across the street from Butterfield.\nCustomer service and lots of customer service on the floor to help you with anything.\nThey are known for their yogurt, whether it’s cold or  it is very hot. Everyone is trying to get a cup or cone of their yogurt and they may have ice cream that I don’t know..', 'languageCode': 'en'}, {'text': 'Had their seasonal pumpkin soft serving today and it was phenomenal. I have been shopping here for years, and I love their prepared food. Everything is so clean and organized here. Absolutely adore this store.', 'languageCode': 'en'}, {'text': 'The market, situated in the Upper area, offers an array of fresh and appealing fare — the sort one might rather sensibly purchase in the morning and enjoy leisurely in Central Park, rather than dining immediately at a restaurant. The quality, I must say, was notably superior to that of markets in the lower part of town, perhaps owing to the more refined neighbourhood. There was a splendid selection of produce and provisions, and just as I arrived, fresh sushi rolls and salads were being newly displayed. Observing the local residents eagerly adding them to their baskets lent a certain trustworthiness to the offerings, and I found myself thinking that I should very much like to return here more frequently on future visits to New York.\n\nThat said, the conduct of the staff left rather much to be desired. They were not especially attentive, nor did they convey any sense of warmth or regard for the customer — merely attending to their tasks with a sort of detached efficiency. Still, one might say that simply carrying out one’s duties is, in such places, quite sufficient. In the end, I was rather grateful that the establishment prioritised cleanliness and quality produce over polished service.', 'languageCode': 'en'}, {'text': 'We were walking through the park and decided to start looking for some lunch.  This was perfect!  This reminded me of what I imagine the Barefoot Contessa would be like.  There are benches outside or you can walk to the park for a picnic', 'languageCode': 'en'}]",Upper East Side,grocery_store
Whole Foods Market,"1175 3rd Ave, New York, NY 10065, USA",3.5,"grocery_store, liquor_store, market, supermarket, food_store, food, health, point_of_interest, store, establishment",5,"[{'text': 'Whole Foods Market on 69th Street is a convenient spot for quick grocery runs. The store is clean and well-arranged, offering fresh produce, snacks, and everyday essentials. Since it’s a smaller-format store, the selection is more limited, and popular items can sell out quickly. Checkout can get crowded during peak hours, but overall it’s a handy option for nearby residents.', 'languageCode': 'en'}, {'text': 'The new Whole Foods daily shops will take over the city, in a good way! It’s everything I like to get in the big stores but condensed into a small, fast space. Almond flour was literally 50% the cost of Gristedes (aka Gross-tedes). They are working on better priced options and features like Amazon One palm pay mean I don’t even need to get my wallet out when looking after my baby and carrying a million things. This place is popular after work - the line for checkout gets longer in the weekday evenings than I ever see it at weekends.', 'languageCode': 'en'}, {'text': 'I visited this Whole Foods to return an Amazon package while traveling in New York, and it turned out to be incredibly convenient! The return process is on the second floor, where self-service machines and helpful staff make it quick and easy. Upstairs, there’s a small Kimaka coffee bar and plenty of seating areas, which was a pleasant surprise in such an expensive area. It’s perfect for a quick rest or even getting some work done.\n\nThe first floor has the classic Whole Foods setup with a wide variety of products and plenty of checkout counters. While it’s not the tidiest, it’s impressive for Manhattan, where spacious places to sit and eat are rare. You can grab food from the first floor and relax upstairs. For a grocery store in such a busy area, this location offers a great shopping and dining experience. Highly recommend stopping by if you’re staying nearby—ideal for shopping, resting, or even working for a bit!', 'languageCode': 'en'}, {'text': ""Case of mistaken identity. I thought it was another wholefoods i was used to years ago. I was disappointed that it wasn't and the right one was 6 to 7 blocks away. I however made a wonderful discovery 😀.  I hate yogurt but my sister had a new liking to it. I bought her a few and decided to try one and i was surprised by the case and texture of this yogurt. It was absolutely amazing. La fermiere passion fruit and mango.\nI bought other things but who cares, I found a new liking to something I hated for years. It goes to show, you have to try the right thing before you like it."", 'languageCode': 'en'}, {'text': ""I wasn't sure if they were going to have a wide fresh foods section, but they do! And all of the produces were of high quality and wonderfully organized. So happy to have another Whole Foods in UES. The checkouts are mostly self-checkout, and they also have the checkout with palm functionality."", 'languageCode': 'en'}]",Upper East Side,grocery_store
